Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Cost Each
180964,Macbook Pro Laptop,1.0,1700.0,04/27/19 09:56,"937 14th St, San Francisco, CA 94016",1275
180976,Macbook Pro Laptop,1.0,1700.0,04/02/19 06:21,"896 Sunset St, Portland, OR 97035",1275
180979,LG Dryer,1.0,600.0,04/19/19 23:39,"517 8th St, Los Angeles, CA 90001",600
180998,Macbook Pro Laptop,1.0,1700.0,04/02/19 13:49,"96 Willow St, Los Angeles, CA 90001",1275
181004,iPhone,1.0,700.0,04/13/19 05:29,"866 5th St, Los Angeles, CA 90001",525
181020,LG Dryer,1.0,600.0,04/06/19 20:49,"460 1st St, San Francisco, CA 94016",600
181022,Google Phone,1.0,600.0,04/06/19 19:22,"66 10th St, San Francisco, CA 94016",450
181025,Macbook Pro Laptop,1.0,1700.0,04/30/19 09:22,"881 1st St, Boston, MA 02215",1275
181027,iPhone,1.0,700.0,04/02/19 19:08,"112 Lake St, New York City, NY 10001",525
181048,Macbook Pro Laptop,1.0,1700.0,04/11/19 13:47,"940 11th St, Dallas, TX 75001",1275
181063,Google Phone,1.0,600.0,04/10/19 17:01,"547 Jefferson St, Los Angeles, CA 90001",450
181069,Macbook Pro Laptop,2.0,1700.0,04/27/19 21:01,"668 Park St, San Francisco, CA 94016",1275
181076,Google Phone,1.0,600.0,04/28/19 18:56,"131 1st St, Boston, MA 02215",450
181079,LG Dryer,1.0,600.0,04/19/19 17:20,"556 9th St, Austin, TX 73301",600
181095,Macbook Pro Laptop,1.0,1700.0,04/19/19 20:42,"251 South St, Dallas, TX 75001",1275
181102,Macbook Pro Laptop,1.0,1700.0,04/28/19 19:25,"895 North St, Los Angeles, CA 90001",1275
181103,iPhone,1.0,700.0,04/21/19 14:53,"630 Walnut St, Los Angeles, CA 90001",525
181110,Google Phone,1.0,600.0,04/12/19 12:57,"37 Lake St, New York City, NY 10001",450
181115,iPhone,1.0,700.0,04/28/19 19:10,"834 Meadow St, Boston, MA 02215",525
181119,iPhone,1.0,700.0,04/16/19 08:17,"55 South St, San Francisco, CA 94016",525
181128,Google Phone,1.0,600.0,04/28/19 01:54,"904 Maple St, Los Angeles, CA 90001",450
181153,Macbook Pro Laptop,1.0,1700.0,04/05/19 00:01,"561 Lincoln St, Portland, OR 97035",1275
181164,iPhone,1.0,700.0,04/17/19 00:15,"630 Hickory St, Austin, TX 73301",525
181177,iPhone,1.0,700.0,04/01/19 13:13,"244 Maple St, Portland, OR 97035",525
181179,Macbook Pro Laptop,1.0,1700.0,04/05/19 14:10,"892 5th St, Austin, TX 73301",1275
181198,LG Dryer,1.0,600.0,04/06/19 11:37,"470 Elm St, Austin, TX 73301",600
181206,Macbook Pro Laptop,1.0,1700.0,04/16/19 09:07,"561 Maple St, Los Angeles, CA 90001",1275
181232,ThinkPad Laptop,1.0,999.99,04/27/19 14:32,"722 River St, San Francisco, CA 94016",750
181247,Macbook Pro Laptop,1.0,1700.0,04/18/19 01:27,"513 10th St, San Francisco, CA 94016",1275
181257,iPhone,1.0,700.0,04/14/19 02:08,"175 Park St, Atlanta, GA 30301",525
181262,Google Phone,1.0,600.0,04/23/19 19:39,"94 Elm St, Boston, MA 02215",450
181266,iPhone,1.0,700.0,04/27/19 13:19,"624 Madison St, Boston, MA 02215",525
181282,ThinkPad Laptop,1.0,999.99,04/15/19 12:40,"338 Jefferson St, Austin, TX 73301",750
181298,Macbook Pro Laptop,1.0,1700.0,04/01/19 21:39,"732 Hickory St, Boston, MA 02215",1275
181302,iPhone,1.0,700.0,04/22/19 10:27,"534 Lakeview St, New York City, NY 10001",525
181309,ThinkPad Laptop,1.0,999.99,04/11/19 00:33,"643 Jackson St, Atlanta, GA 30301",750
181315,Google Phone,1.0,600.0,04/28/19 18:50,"123 8th St, San Francisco, CA 94016",450
181322,Google Phone,1.0,600.0,04/23/19 14:10,"691 14th St, Boston, MA 02215",450
181324,ThinkPad Laptop,1.0,999.99,04/16/19 10:01,"411 Elm St, San Francisco, CA 94016",750
181329,Google Phone,1.0,600.0,04/05/19 17:19,"334 10th St, Dallas, TX 75001",450
181338,iPhone,1.0,700.0,04/06/19 19:05,"975 Highland St, Portland, OR 97035",525
181339,Macbook Pro Laptop,1.0,1700.0,04/17/19 17:26,"905 10th St, San Francisco, CA 94016",1275
181341,Macbook Pro Laptop,1.0,1700.0,04/25/19 19:29,"829 Lincoln St, Los Angeles, CA 90001",1275
181363,ThinkPad Laptop,1.0,999.99,04/15/19 08:57,"593 North St, Boston, MA 02215",750
181370,iPhone,1.0,700.0,04/19/19 15:43,"785 11th St, Atlanta, GA 30301",525
181373,iPhone,1.0,700.0,04/05/19 12:31,"240 Adams St, San Francisco, CA 94016",525
181381,Macbook Pro Laptop,1.0,1700.0,04/15/19 20:19,"332 Walnut St, Dallas, TX 75001",1275
181400,iPhone,1.0,700.0,04/16/19 19:13,"388 5th St, New York City, NY 10001",525
181408,iPhone,1.0,700.0,04/02/19 22:45,"798 Highland St, San Francisco, CA 94016",525
181427,Google Phone,1.0,600.0,04/27/19 10:12,"624 10th St, Portland, ME 04101",450
181428,ThinkPad Laptop,1.0,999.99,04/02/19 04:34,"615 Cedar St, Portland, OR 97035",750
181432,LG Dryer,1.0,600.0,04/25/19 19:27,"804 Jackson St, Los Angeles, CA 90001",600
181438,LG Dryer,1.0,600.0,04/21/19 11:31,"960 Center St, Portland, OR 97035",600
181453,Macbook Pro Laptop,1.0,1700.0,04/27/19 11:01,"1 Meadow St, Atlanta, GA 30301",1275
181469,Google Phone,1.0,600.0,04/14/19 10:08,"522 Forest St, Portland, OR 97035",450
181471,Macbook Pro Laptop,1.0,1700.0,04/20/19 22:17,"483 10th St, Los Angeles, CA 90001",1275
181480,iPhone,1.0,700.0,04/11/19 02:14,"681 1st St, Atlanta, GA 30301",525
181481,Macbook Pro Laptop,1.0,1700.0,04/07/19 06:54,"282 Cedar St, Dallas, TX 75001",1275
181510,ThinkPad Laptop,1.0,999.99,04/24/19 22:12,"451 Cherry St, Atlanta, GA 30301",750
181515,Google Phone,1.0,600.0,04/01/19 13:03,"832 7th St, New York City, NY 10001",450
181517,iPhone,1.0,700.0,04/04/19 15:00,"147 Madison St, San Francisco, CA 94016",525
181518,Google Phone,1.0,600.0,04/02/19 11:38,"298 Lakeview St, Los Angeles, CA 90001",450
181526,LG Dryer,1.0,600.0,04/17/19 00:23,"874 Hill St, San Francisco, CA 94016",600
181530,LG Dryer,1.0,600.0,04/14/19 09:14,"110 10th St, New York City, NY 10001",600
181535,Macbook Pro Laptop,1.0,1700.0,04/14/19 02:33,"283 Maple St, Los Angeles, CA 90001",1275
181541,ThinkPad Laptop,1.0,999.99,04/09/19 16:59,"721 Madison St, Los Angeles, CA 90001",750
181544,Macbook Pro Laptop,2.0,1700.0,04/22/19 12:48,"731 11th St, New York City, NY 10001",1275
181552,Macbook Pro Laptop,1.0,1700.0,04/01/19 07:06,"740 1st St, Atlanta, GA 30301",1275
181557,Google Phone,1.0,600.0,04/26/19 19:51,"427 West St, San Francisco, CA 94016",450
181560,ThinkPad Laptop,1.0,999.99,04/12/19 20:40,"897 10th St, Los Angeles, CA 90001",750
181563,Macbook Pro Laptop,1.0,1700.0,04/04/19 14:42,"218 Park St, New York City, NY 10001",1275
181581,Macbook Pro Laptop,1.0,1700.0,04/10/19 20:50,"768 Forest St, Boston, MA 02215",1275
181589,iPhone,1.0,700.0,04/25/19 16:23,"554 9th St, Los Angeles, CA 90001",525
181590,iPhone,1.0,700.0,04/21/19 18:58,"608 River St, Los Angeles, CA 90001",525
181591,Google Phone,1.0,600.0,04/17/19 09:28,"539 Walnut St, Los Angeles, CA 90001",450
181602,Google Phone,1.0,600.0,04/22/19 22:19,"518 Hill St, Seattle, WA 98101",450
181607,iPhone,1.0,700.0,04/24/19 20:28,"665 12th St, San Francisco, CA 94016",525
181611,Google Phone,1.0,600.0,04/17/19 06:42,"240 Lakeview St, Portland, OR 97035",450
181618,ThinkPad Laptop,1.0,999.99,04/30/19 22:06,"566 Cherry St, San Francisco, CA 94016",750
181639,Macbook Pro Laptop,1.0,1700.0,04/07/19 20:44,"78 Dogwood St, Boston, MA 02215",1275
181641,Macbook Pro Laptop,1.0,1700.0,04/08/19 12:42,"352 West St, San Francisco, CA 94016",1275
181646,Google Phone,1.0,600.0,04/19/19 16:49,"863 Main St, Dallas, TX 75001",450
181647,iPhone,1.0,700.0,04/09/19 22:31,"524 8th St, New York City, NY 10001",525
181652,iPhone,1.0,700.0,04/18/19 11:14,"427 9th St, San Francisco, CA 94016",525
181659,ThinkPad Laptop,1.0,999.99,04/03/19 21:39,"325 Jefferson St, San Francisco, CA 94016",750
181662,ThinkPad Laptop,1.0,999.99,04/07/19 21:53,"795 5th St, Los Angeles, CA 90001",750
181663,iPhone,1.0,700.0,04/04/19 11:09,"828 North St, New York City, NY 10001",525
181664,iPhone,1.0,700.0,04/29/19 17:23,"926 Maple St, Austin, TX 73301",525
181665,ThinkPad Laptop,1.0,999.99,04/02/19 17:49,"101 Jefferson St, Los Angeles, CA 90001",750
181669,LG Dryer,1.0,600.0,04/04/19 19:44,"41 11th St, Atlanta, GA 30301",600
181673,ThinkPad Laptop,1.0,999.99,04/17/19 18:31,"78 Dogwood St, New York City, NY 10001",750
181683,Google Phone,1.0,600.0,04/26/19 13:43,"493 Jackson St, Boston, MA 02215",450
181687,iPhone,1.0,700.0,04/02/19 22:36,"761 Elm St, Seattle, WA 98101",525
181688,ThinkPad Laptop,1.0,999.99,05/01/19 02:07,"123 4th St, San Francisco, CA 94016",750
181691,iPhone,1.0,700.0,04/09/19 10:54,"179 Highland St, San Francisco, CA 94016",525
181697,Google Phone,1.0,600.0,04/08/19 16:06,"834 Cherry St, San Francisco, CA 94016",450
181724,iPhone,1.0,700.0,04/12/19 17:52,"691 13th St, Dallas, TX 75001",525
181725,iPhone,1.0,700.0,04/05/19 11:27,"292 Dogwood St, Los Angeles, CA 90001",525
181731,ThinkPad Laptop,1.0,999.99,04/01/19 13:22,"222 North St, New York City, NY 10001",750
181735,iPhone,1.0,700.0,04/03/19 11:18,"637 4th St, Dallas, TX 75001",525
181736,iPhone,1.0,700.0,04/29/19 20:19,"119 Chestnut St, Portland, ME 04101",525
181740,ThinkPad Laptop,1.0,999.99,04/10/19 11:47,"570 7th St, San Francisco, CA 94016",750
181747,LG Dryer,1.0,600.0,04/19/19 17:01,"874 Forest St, Dallas, TX 75001",600
181754,Google Phone,1.0,600.0,04/30/19 12:05,"479 Madison St, Boston, MA 02215",450
181768,Macbook Pro Laptop,1.0,1700.0,04/15/19 22:16,"450 Ridge St, San Francisco, CA 94016",1275
181789,ThinkPad Laptop,1.0,999.99,04/29/19 23:51,"218 Wilson St, Dallas, TX 75001",750
181807,iPhone,1.0,700.0,04/07/19 16:36,"73 South St, San Francisco, CA 94016",525
181816,iPhone,1.0,700.0,04/21/19 12:17,"397 Madison St, Dallas, TX 75001",525
181843,iPhone,1.0,700.0,04/12/19 11:20,"9 Madison St, Atlanta, GA 30301",525
181845,iPhone,1.0,700.0,04/12/19 12:34,"786 Johnson St, San Francisco, CA 94016",525
181849,Macbook Pro Laptop,1.0,1700.0,04/21/19 17:21,"903 Maple St, Dallas, TX 75001",1275
181853,Google Phone,1.0,600.0,04/26/19 15:10,"353 Washington St, San Francisco, CA 94016",450
181857,Macbook Pro Laptop,1.0,1700.0,04/05/19 17:33,"355 Willow St, San Francisco, CA 94016",1275
181858,iPhone,1.0,700.0,04/15/19 20:51,"552 Dogwood St, New York City, NY 10001",525
181860,Google Phone,1.0,600.0,04/21/19 12:43,"704 Park St, San Francisco, CA 94016",450
181862,iPhone,1.0,700.0,04/20/19 10:39,"812 South St, Seattle, WA 98101",525
181874,Google Phone,1.0,600.0,04/26/19 22:28,"235 Ridge St, San Francisco, CA 94016",450
181893,Macbook Pro Laptop,1.0,1700.0,04/20/19 21:15,"286 11th St, New York City, NY 10001",1275
181894,iPhone,1.0,700.0,04/15/19 17:58,"838 Maple St, Austin, TX 73301",525
181904,iPhone,1.0,700.0,04/15/19 11:26,"502 Cedar St, Boston, MA 02215",525
181912,Google Phone,1.0,600.0,04/29/19 04:34,"218 Willow St, San Francisco, CA 94016",450
181913,ThinkPad Laptop,1.0,999.99,04/19/19 21:44,"751 Cherry St, Portland, ME 04101",750
181917,Google Phone,1.0,600.0,04/10/19 12:24,"899 Main St, Portland, OR 97035",450
181929,Google Phone,1.0,600.0,04/13/19 14:56,"593 13th St, New York City, NY 10001",450
181930,Google Phone,1.0,600.0,04/30/19 06:26,"833 Hill St, Portland, ME 04101",450
181936,iPhone,1.0,700.0,04/27/19 10:21,"368 Cedar St, San Francisco, CA 94016",525
181942,Google Phone,1.0,600.0,04/09/19 17:26,"550 Maple St, Seattle, WA 98101",450
181958,iPhone,1.0,700.0,04/26/19 18:55,"38 9th St, Seattle, WA 98101",525
181961,Macbook Pro Laptop,1.0,1700.0,04/11/19 08:59,"929 River St, San Francisco, CA 94016",1275
181977,Macbook Pro Laptop,1.0,1700.0,04/26/19 21:51,"671 Highland St, Los Angeles, CA 90001",1275
181978,Macbook Pro Laptop,1.0,1700.0,04/22/19 10:57,"485 5th St, Atlanta, GA 30301",1275
181983,ThinkPad Laptop,1.0,999.99,04/05/19 15:08,"3 Elm St, Dallas, TX 75001",750
181985,iPhone,1.0,700.0,04/09/19 21:12,"29 Meadow St, New York City, NY 10001",525
182018,iPhone,1.0,700.0,04/21/19 15:37,"165 13th St, Los Angeles, CA 90001",525
182022,Google Phone,1.0,600.0,04/19/19 15:32,"840 South St, Boston, MA 02215",450
182024,Google Phone,1.0,600.0,04/19/19 22:50,"741 1st St, San Francisco, CA 94016",450
182026,Macbook Pro Laptop,1.0,1700.0,04/19/19 11:30,"778 Jackson St, Seattle, WA 98101",1275
182060,iPhone,1.0,700.0,04/02/19 20:00,"763 Adams St, San Francisco, CA 94016",525
182061,Macbook Pro Laptop,1.0,1700.0,04/09/19 19:20,"92 Willow St, Seattle, WA 98101",1275
182086,Google Phone,1.0,600.0,04/09/19 01:17,"177 Chestnut St, Portland, OR 97035",450
182088,Macbook Pro Laptop,1.0,1700.0,04/10/19 11:29,"21 2nd St, Boston, MA 02215",1275
182094,ThinkPad Laptop,1.0,999.99,04/09/19 17:38,"923 Wilson St, Los Angeles, CA 90001",750
182097,iPhone,1.0,700.0,04/08/19 16:14,"327 Highland St, Portland, ME 04101",525
182099,Google Phone,1.0,600.0,04/02/19 18:13,"192 14th St, Atlanta, GA 30301",450
182104,ThinkPad Laptop,1.0,999.99,04/03/19 19:07,"777 Wilson St, New York City, NY 10001",750
182110,Macbook Pro Laptop,1.0,1700.0,04/27/19 22:42,"302 Forest St, Boston, MA 02215",1275
182125,iPhone,1.0,700.0,04/02/19 18:24,"757 10th St, Boston, MA 02215",525
182139,Macbook Pro Laptop,1.0,1700.0,04/17/19 10:47,"878 Washington St, San Francisco, CA 94016",1275
182148,Google Phone,1.0,600.0,04/05/19 09:31,"675 Maple St, San Francisco, CA 94016",450
182158,ThinkPad Laptop,1.0,999.99,04/26/19 17:11,"471 Cherry St, San Francisco, CA 94016",750
182180,ThinkPad Laptop,1.0,999.99,04/17/19 18:11,"828 Wilson St, Dallas, TX 75001",750
182197,ThinkPad Laptop,1.0,999.99,04/18/19 10:12,"953 Pine St, San Francisco, CA 94016",750
182198,iPhone,1.0,700.0,04/24/19 19:34,"443 North St, Boston, MA 02215",525
182202,Google Phone,1.0,600.0,04/26/19 15:04,"165 Hill St, Seattle, WA 98101",450
182218,Google Phone,1.0,600.0,04/13/19 16:10,"559 Park St, Dallas, TX 75001",450
182219,Google Phone,1.0,600.0,04/22/19 14:37,"971 Lakeview St, New York City, NY 10001",450
182240,iPhone,1.0,700.0,04/27/19 18:56,"772 5th St, New York City, NY 10001",525
182250,iPhone,1.0,700.0,04/16/19 16:14,"178 Center St, Portland, OR 97035",525
182264,iPhone,1.0,700.0,04/04/19 18:32,"455 Park St, Los Angeles, CA 90001",525
182312,iPhone,1.0,700.0,04/24/19 08:40,"739 Sunset St, Portland, OR 97035",525
182325,Google Phone,1.0,600.0,04/09/19 22:15,"799 Cherry St, Portland, OR 97035",450
182327,ThinkPad Laptop,1.0,999.99,04/27/19 17:35,"568 Hickory St, Boston, MA 02215",750
182334,Macbook Pro Laptop,1.0,1700.0,04/20/19 17:15,"834 Park St, New York City, NY 10001",1275
182343,iPhone,1.0,700.0,04/27/19 18:06,"848 Chestnut St, Dallas, TX 75001",525
182370,ThinkPad Laptop,1.0,999.99,04/13/19 15:13,"843 Park St, Los Angeles, CA 90001",750
182374,iPhone,1.0,700.0,04/02/19 00:00,"414 5th St, Portland, OR 97035",525
182391,iPhone,1.0,700.0,04/02/19 15:43,"389 Church St, Atlanta, GA 30301",525
182397,Macbook Pro Laptop,1.0,1700.0,04/05/19 19:08,"333 9th St, San Francisco, CA 94016",1275
182407,iPhone,1.0,700.0,04/10/19 07:18,"691 Elm St, Portland, OR 97035",525
182417,iPhone,1.0,700.0,04/04/19 07:42,"610 Meadow St, San Francisco, CA 94016",525
182420,iPhone,1.0,700.0,04/08/19 12:55,"253 River St, Atlanta, GA 30301",525
182428,Google Phone,1.0,600.0,04/16/19 15:18,"510 Wilson St, Boston, MA 02215",450
182429,Macbook Pro Laptop,1.0,1700.0,04/07/19 13:27,"985 Lakeview St, San Francisco, CA 94016",1275
182434,ThinkPad Laptop,1.0,999.99,04/25/19 17:59,"965 Sunset St, Boston, MA 02215",750
182437,Macbook Pro Laptop,1.0,1700.0,04/18/19 11:56,"782 Willow St, Boston, MA 02215",1275
182443,iPhone,1.0,700.0,04/30/19 11:06,"386 1st St, Dallas, TX 75001",525
182444,iPhone,1.0,700.0,04/11/19 10:15,"722 Main St, Los Angeles, CA 90001",525
182446,Google Phone,1.0,600.0,04/07/19 17:54,"191 Lake St, Boston, MA 02215",450
182467,LG Dryer,1.0,600.0,04/12/19 15:34,"571 Hill St, Boston, MA 02215",600
182481,iPhone,1.0,700.0,04/13/19 09:32,"792 River St, Dallas, TX 75001",525
182482,ThinkPad Laptop,1.0,999.99,04/24/19 14:59,"178 Park St, Los Angeles, CA 90001",750
182491,iPhone,1.0,700.0,04/05/19 22:26,"912 9th St, San Francisco, CA 94016",525
182495,Macbook Pro Laptop,1.0,1700.0,04/18/19 18:40,"981 Spruce St, San Francisco, CA 94016",1275
182501,Google Phone,1.0,600.0,04/18/19 14:43,"953 5th St, Portland, OR 97035",450
182519,ThinkPad Laptop,1.0,999.99,04/29/19 11:44,"290 Ridge St, San Francisco, CA 94016",750
182523,iPhone,1.0,700.0,04/24/19 21:16,"990 River St, Boston, MA 02215",525
182525,ThinkPad Laptop,1.0,999.99,04/10/19 10:36,"972 Forest St, San Francisco, CA 94016",750
182527,Google Phone,1.0,600.0,04/19/19 22:42,"276 Main St, Portland, OR 97035",450
182530,iPhone,1.0,700.0,04/04/19 09:11,"485 North St, Los Angeles, CA 90001",525
182533,Macbook Pro Laptop,1.0,1700.0,04/09/19 02:26,"265 Lincoln St, Los Angeles, CA 90001",1275
182537,iPhone,1.0,700.0,04/18/19 16:31,"525 7th St, Dallas, TX 75001",525
182547,ThinkPad Laptop,1.0,999.99,04/03/19 14:48,"522 Hill St, San Francisco, CA 94016",750
182550,ThinkPad Laptop,1.0,999.99,04/02/19 14:42,"111 Washington St, Los Angeles, CA 90001",750
182552,iPhone,1.0,700.0,04/27/19 11:42,"500 9th St, Boston, MA 02215",525
182561,ThinkPad Laptop,1.0,999.99,04/11/19 09:00,"634 8th St, Boston, MA 02215",750
182568,iPhone,1.0,700.0,04/26/19 20:34,"641 River St, New York City, NY 10001",525
182581,Google Phone,1.0,600.0,04/10/19 15:24,"778 River St, Boston, MA 02215",450
182587,Macbook Pro Laptop,1.0,1700.0,04/02/19 16:18,"247 Hickory St, Portland, OR 97035",1275
182608,iPhone,1.0,700.0,04/17/19 11:59,"476 Forest St, Los Angeles, CA 90001",525
182615,Macbook Pro Laptop,1.0,1700.0,04/23/19 17:57,"14 North St, Dallas, TX 75001",1275
182621,Google Phone,1.0,600.0,04/23/19 09:14,"184 Spruce St, Los Angeles, CA 90001",450
182633,Macbook Pro Laptop,1.0,1700.0,04/23/19 10:53,"985 South St, San Francisco, CA 94016",1275
182635,ThinkPad Laptop,1.0,999.99,04/19/19 12:47,"41 7th St, Dallas, TX 75001",750
182643,iPhone,1.0,700.0,04/15/19 14:14,"132 Jefferson St, San Francisco, CA 94016",525
182670,LG Dryer,1.0,600.0,04/20/19 11:19,"128 Lake St, San Francisco, CA 94016",600
182677,iPhone,1.0,700.0,04/03/19 11:57,"55 6th St, Seattle, WA 98101",525
182689,iPhone,1.0,700.0,04/04/19 21:43,"220 Pine St, Los Angeles, CA 90001",525
182696,iPhone,1.0,700.0,04/19/19 07:30,"942 Lincoln St, Seattle, WA 98101",525
182705,LG Dryer,1.0,600.0,04/21/19 10:49,"137 2nd St, San Francisco, CA 94016",600
182713,Macbook Pro Laptop,1.0,1700.0,04/15/19 17:15,"960 Pine St, San Francisco, CA 94016",1275
182719,iPhone,1.0,700.0,04/16/19 23:51,"521 Dogwood St, San Francisco, CA 94016",525
182721,iPhone,1.0,700.0,04/10/19 22:16,"164 10th St, Los Angeles, CA 90001",525
182723,Google Phone,1.0,600.0,04/09/19 19:52,"352 6th St, San Francisco, CA 94016",450
182725,iPhone,1.0,700.0,04/20/19 12:15,"645 Meadow St, Dallas, TX 75001",525
182731,iPhone,1.0,700.0,04/30/19 11:40,"600 Highland St, Dallas, TX 75001",525
182751,Macbook Pro Laptop,1.0,1700.0,04/12/19 19:29,"233 Main St, San Francisco, CA 94016",1275
182755,Google Phone,1.0,600.0,04/29/19 12:14,"371 Spruce St, New York City, NY 10001",450
182758,iPhone,1.0,700.0,04/23/19 09:06,"231 11th St, San Francisco, CA 94016",525
182766,Google Phone,1.0,600.0,04/24/19 22:21,"321 6th St, New York City, NY 10001",450
182768,iPhone,1.0,700.0,04/22/19 11:46,"506 8th St, Boston, MA 02215",525
182773,Macbook Pro Laptop,1.0,1700.0,04/06/19 21:24,"649 Lincoln St, Atlanta, GA 30301",1275
182776,Google Phone,1.0,600.0,04/13/19 16:46,"948 5th St, San Francisco, CA 94016",450
182781,Macbook Pro Laptop,1.0,1700.0,04/18/19 07:45,"220 10th St, Dallas, TX 75001",1275
182795,ThinkPad Laptop,1.0,999.99,04/16/19 11:18,"553 Lakeview St, San Francisco, CA 94016",750
182809,Macbook Pro Laptop,1.0,1700.0,04/10/19 18:15,"858 Meadow St, Portland, OR 97035",1275
182828,ThinkPad Laptop,1.0,999.99,04/04/19 12:25,"95 Jackson St, Boston, MA 02215",750
182830,Google Phone,1.0,600.0,04/30/19 15:52,"694 Wilson St, New York City, NY 10001",450
182838,Macbook Pro Laptop,1.0,1700.0,04/26/19 17:25,"880 Jefferson St, San Francisco, CA 94016",1275
182846,iPhone,1.0,700.0,04/04/19 16:12,"422 Washington St, Atlanta, GA 30301",525
182854,iPhone,1.0,700.0,04/17/19 13:48,"10 4th St, Los Angeles, CA 90001",525
182887,ThinkPad Laptop,1.0,999.99,04/29/19 14:58,"483 Church St, Boston, MA 02215",750
182901,Google Phone,1.0,600.0,04/23/19 18:22,"728 Meadow St, Austin, TX 73301",450
182902,iPhone,1.0,700.0,04/09/19 11:18,"744 Sunset St, San Francisco, CA 94016",525
182905,Google Phone,1.0,600.0,04/22/19 20:30,"394 Spruce St, Seattle, WA 98101",450
182908,Google Phone,1.0,600.0,04/19/19 17:40,"452 Highland St, New York City, NY 10001",450
182917,iPhone,1.0,700.0,04/29/19 15:19,"143 Sunset St, San Francisco, CA 94016",525
182938,iPhone,1.0,700.0,04/14/19 19:58,"416 Highland St, San Francisco, CA 94016",525
182956,Macbook Pro Laptop,1.0,1700.0,04/29/19 13:55,"740 Meadow St, Dallas, TX 75001",1275
182970,LG Dryer,1.0,600.0,04/16/19 17:10,"76 12th St, Austin, TX 73301",600
182979,Macbook Pro Laptop,1.0,1700.0,04/10/19 21:30,"542 Jefferson St, San Francisco, CA 94016",1275
182984,Macbook Pro Laptop,1.0,1700.0,04/28/19 01:10,"83 Willow St, Boston, MA 02215",1275
182986,ThinkPad Laptop,1.0,999.99,04/14/19 18:40,"731 Lakeview St, San Francisco, CA 94016",750
182987,iPhone,1.0,700.0,04/25/19 07:00,"678 Cherry St, Los Angeles, CA 90001",525
182988,iPhone,1.0,700.0,04/20/19 22:51,"921 9th St, New York City, NY 10001",525
182989,iPhone,1.0,700.0,04/21/19 13:52,"834 Johnson St, Boston, MA 02215",525
182992,ThinkPad Laptop,1.0,999.99,04/08/19 10:35,"3 Johnson St, San Francisco, CA 94016",750
183001,ThinkPad Laptop,1.0,999.99,04/13/19 17:56,"462 Highland St, New York City, NY 10001",750
183014,Google Phone,1.0,600.0,04/12/19 12:02,"403 Cherry St, Dallas, TX 75001",450
183016,Google Phone,1.0,600.0,04/30/19 19:50,"492 Willow St, San Francisco, CA 94016",450
183017,ThinkPad Laptop,1.0,999.99,04/14/19 16:17,"856 Highland St, New York City, NY 10001",750
183018,iPhone,1.0,700.0,04/12/19 20:10,"539 Washington St, New York City, NY 10001",525
183024,Google Phone,1.0,600.0,04/01/19 20:51,"342 1st St, Los Angeles, CA 90001",450
183034,iPhone,1.0,700.0,04/16/19 20:52,"127 Pine St, Boston, MA 02215",525
183044,ThinkPad Laptop,1.0,999.99,04/23/19 21:03,"938 Elm St, San Francisco, CA 94016",750
183049,Macbook Pro Laptop,1.0,1700.0,04/09/19 14:14,"32 Center St, Los Angeles, CA 90001",1275
183059,ThinkPad Laptop,1.0,999.99,04/19/19 09:54,"306 1st St, Boston, MA 02215",750
183064,ThinkPad Laptop,1.0,999.99,04/17/19 19:45,"238 Cherry St, San Francisco, CA 94016",750
183072,Macbook Pro Laptop,1.0,1700.0,04/26/19 10:06,"798 Highland St, New York City, NY 10001",1275
183076,Google Phone,1.0,600.0,04/26/19 09:47,"311 Hill St, San Francisco, CA 94016",450
183085,iPhone,1.0,700.0,04/15/19 12:33,"985 Highland St, Atlanta, GA 30301",525
183087,Google Phone,1.0,600.0,04/05/19 11:16,"411 1st St, Austin, TX 73301",450
183093,ThinkPad Laptop,1.0,999.99,04/17/19 16:57,"606 4th St, Dallas, TX 75001",750
183104,iPhone,1.0,700.0,04/20/19 12:56,"533 11th St, San Francisco, CA 94016",525
183111,LG Washing Machine,1.0,600.0,04/19/19 22:03,"308 12th St, Dallas, TX 75001",600
183116,Google Phone,1.0,600.0,04/24/19 00:56,"112 Pine St, Los Angeles, CA 90001",450
183122,Google Phone,1.0,600.0,04/12/19 06:16,"1 Adams St, Austin, TX 73301",450
183126,Google Phone,1.0,600.0,04/24/19 23:15,"249 13th St, Portland, OR 97035",450
183131,ThinkPad Laptop,1.0,999.99,04/26/19 00:32,"887 Hill St, Boston, MA 02215",750
183139,Google Phone,1.0,600.0,04/02/19 11:02,"836 Sunset St, Seattle, WA 98101",450
183140,Google Phone,1.0,600.0,04/17/19 19:05,"508 14th St, New York City, NY 10001",450
183146,iPhone,1.0,700.0,04/09/19 12:23,"667 Hill St, Boston, MA 02215",525
183153,iPhone,1.0,700.0,04/15/19 11:27,"410 Elm St, Seattle, WA 98101",525
183168,Macbook Pro Laptop,1.0,1700.0,04/27/19 11:28,"875 Pine St, Portland, OR 97035",1275
183177,iPhone,1.0,700.0,04/24/19 12:43,"337 14th St, Atlanta, GA 30301",525
183179,Macbook Pro Laptop,1.0,1700.0,04/03/19 17:27,"519 5th St, San Francisco, CA 94016",1275
183199,Macbook Pro Laptop,1.0,1700.0,04/10/19 10:59,"629 Madison St, New York City, NY 10001",1275
